,school_id,intervention,actual_mean,predicted_mean,error
0,106162,0,32.76,31.473300000000037,1.2866999999999607
1,109219,0,27.31,24.467499999999973,2.842500000000026
2,109501,0,32.37,29.48939999999996,2.8806000000000367
3,106122,0,29.94,30.900300000000033,0.9603000000000321
4,136625,0,33.5,30.637600000000003,2.8623999999999974
5,109210,0,30.25,26.698399999999996,3.551600000000004
6,107674,0,33.83,33.46479999999998,0.36520000000001573
7,104842,0,37.49,36.74619999999995,0.74380000000005
8,106388,0,37.76,34.89410000000003,2.865899999999968
9,105082,0,38.91,36.03339999999997,2.8766000000000247
10,105011,0,31.54,32.35559999999998,0.8155999999999821
11,106302,0,34.12,31.648099999999953,2.471900000000044
12,104777,0,29.04,34.16179999999999,5.121799999999993
13,104538,0,36.83,34.52559999999998,2.3044000000000153
14,107672,0,30.98,30.171400000000013,0.8085999999999878
15,104805,0,31.43,36.83169999999998,5.401699999999977
16,108048,0,33.19,30.730500000000035,2.459499999999963
17,106312,0,34.57,33.19220000000002,1.3777999999999793
18,107921,0,29.23,28.75270000000002,0.47729999999998185
19,105657,0,31.65,32.764900000000004,1.1149000000000058
20,105253,0,34.79,33.73599999999998,1.0540000000000163
21,107502,0,29.19,30.197700000000037,1.0077000000000353
22,106141,0,31.88,30.929200000000048,0.9507999999999512
23,105022,0,38.21,36.80300000000002,1.4069999999999823
24,107747,0,29.68,30.33719999999997,0.6571999999999711
25,105196,0,33.25,33.1728,0.07719999999999771
26,105858,0,35.32,34.701300000000046,0.6186999999999543
27,107395,0,34.67,34.07850000000002,0.5914999999999822
28,107603,0,33.13,30.8999,2.2301000000000037
29,105327,0,34.94,35.03740000000002,0.09740000000002169
30,136612,0,28.16,28.05139999999998,0.10860000000002046
31,105958,0,28.06,30.557999999999996,2.4979999999999976
32,109586,0,35.22,34.34349999999994,0.8765000000000569
33,107696,0,35.9,33.646700000000024,2.2532999999999745
34,157505,0,29.4,29.2668,0.13319999999999865
35,109183,0,30.3,26.90140000000001,3.398599999999991
36,106768,0,31.45,29.276799999999984,2.1732000000000156
37,107261,0,37.19,34.47730000000004,2.7126999999999555
38,104627,0,37.85,37.126699999999964,0.7233000000000374
39,107825,0,37.06,32.83649999999997,4.22350000000003
40,107424,0,33.91,33.89369999999996,0.01630000000003662
41,105574,0,36.9,35.55970000000003,1.3402999999999707
42,106356,0,30.69,32.39970000000003,1.70970000000003
43,106352,0,38.97,37.40379999999996,1.5662000000000376
44,105358,0,31.67,33.3177,1.6477000000000004
45,109218,0,32.74,28.76419999999996,3.975800000000042
46,105619,0,29.66,30.672599999999992,1.012599999999992
47,136877,0,35.59,33.10730000000001,2.482699999999994
48,106378,0,35.43,35.10250000000003,0.32749999999997215
49,104923,0,30.89,27.064900000000016,3.825099999999985
50,106144,0,34.0,33.7449,0.25509999999999877
51,107837,0,28.37,32.489999999999974,4.119999999999973
52,105943,0,35.74,33.83039999999994,1.9096000000000615
53,106751,0,27.19,28.811400000000035,1.6214000000000333
54,105854,0,37.88,37.23320000000005,0.6467999999999492
55,107909,0,32.96,28.858,4.102
56,107685,0,33.6,31.429200000000016,2.1707999999999856
57,108943,0,32.19,28.882100000000026,3.3078999999999716
58,106819,0,32.93,34.21809999999998,1.2880999999999787
59,162504,0,33.0,30.499100000000002,2.500899999999998
60,106123,0,29.54,30.95409999999999,1.4140999999999906
61,106566,0,33.87,34.20240000000002,0.3324000000000211
62,105034,0,35.96,36.07100000000001,0.11100000000001131
63,105695,0,31.05,31.861800000000034,0.8118000000000336
64,105562,0,31.91,32.05369999999998,0.14369999999997773
65,107002,0,31.06,29.800899999999977,1.2591000000000214
66,107517,0,30.57,31.52680000000003,0.9568000000000296
67,107805,0,31.3,30.227400000000024,1.0725999999999765
68,106931,0,32.88,32.23800000000004,0.6419999999999604
69,105320,0,37.48,36.710499999999996,0.7695000000000007
70,106138,0,33.21,29.597300000000015,3.612699999999986
71,106406,0,33.58,33.7067,0.1266999999999996
72,105208,0,38.89,36.85979999999998,2.030200000000022
73,106666,0,33.43,32.27389999999996,1.1561000000000377
74,109087,0,34.22,28.43039999999998,5.789600000000018
