,school_id,intervention,actual_mean,predicted_mean,error
0,106162,0,31.43,33.16459999999997,1.734599999999972
1,109219,0,31.77,28.8382,2.931799999999999
2,109501,0,34.27,28.430700000000012,5.839299999999991
3,106122,0,28.09,30.201900000000023,2.1119000000000234
4,136625,0,31.96,24.195799999999984,7.764200000000017
5,109210,0,33.0,27.358200000000007,5.641799999999993
6,107674,0,37.52,34.42650000000001,3.0934999999999917
7,104842,0,36.95,34.71829999999996,2.231700000000046
8,106388,0,37.39,35.420799999999986,1.969200000000015
9,105082,0,37.9,35.99950000000005,1.9004999999999512
10,105011,0,29.69,31.946100000000033,2.256100000000032
11,106302,0,33.45,31.350599999999975,2.0994000000000277
12,104777,0,30.44,31.36990000000003,0.9299000000000284
13,104538,0,39.39,37.43979999999997,1.9502000000000308
14,107672,0,31.41,32.65389999999999,1.243899999999993
15,104805,0,36.32,36.47910000000004,0.15910000000003777
16,108048,0,35.31,34.17639999999997,1.1336000000000297
17,106312,0,38.4,36.599700000000034,1.8002999999999645
18,105657,0,28.3,30.181300000000018,1.8813000000000173
19,105253,0,37.06,36.047699999999956,1.012300000000046
20,107502,0,30.81,29.971599999999977,0.8384000000000214
21,106141,0,37.54,36.13909999999997,1.4009000000000285
22,105022,0,36.97,35.61819999999996,1.3518000000000399
23,107747,0,37.52,36.99949999999999,0.5205000000000126
24,105196,0,34.25,34.2638,0.013800000000003365
25,105858,0,36.99,35.066999999999986,1.923000000000016
26,107395,0,32.56,32.56779999999998,0.007799999999974716
27,107603,0,31.39,32.84409999999996,1.4540999999999613
28,105327,0,38.38,36.44570000000004,1.9342999999999648
29,136612,0,35.28,31.486200000000025,3.793799999999976
30,109586,0,38.02,35.98289999999999,2.0371000000000166
31,109018,0,38.34,23.23540000000001,15.104599999999994
32,107696,0,38.76,37.025300000000065,1.7346999999999326
33,157505,0,30.4,34.242700000000006,3.8427000000000078
34,109183,0,35.84,30.054400000000015,5.785599999999988
35,106768,0,37.03,34.86550000000004,2.1644999999999612
36,107261,0,38.31,33.13899999999999,5.171000000000014
37,104627,0,34.67,34.30540000000002,0.3645999999999816
38,107825,0,39.7,37.475299999999955,2.2247000000000483
39,107424,0,39.77,37.57649999999999,2.1935000000000144
40,105574,0,38.74,37.59239999999993,1.1476000000000752
41,106356,0,33.62,35.08050000000002,1.4605000000000246
42,106352,0,39.83,38.84969999999998,0.980300000000021
43,105358,0,36.78,36.53360000000002,0.24639999999997997
44,109218,0,35.11,30.452500000000004,4.657499999999995
45,105619,0,31.78,33.29890000000006,1.518900000000059
46,136877,0,36.07,25.9377,10.1323
47,106378,0,35.36,36.063800000000036,0.7038000000000366
48,108605,0,30.98,27.9734,3.006599999999999
49,104923,0,35.54,28.815699999999996,6.724300000000003
50,106144,0,38.39,37.230199999999975,1.1598000000000255
51,107837,0,34.79,32.51499999999995,2.2750000000000483
52,105943,0,34.16,34.09859999999998,0.06140000000001322
53,105854,0,38.77,36.19460000000002,2.5753999999999806
54,107909,0,38.69,34.42430000000004,4.26569999999996
55,107685,0,34.04,33.95249999999999,0.08750000000000568
56,106819,0,31.6,31.47859999999996,0.12140000000004036
57,162504,0,32.98,30.81170000000001,2.168299999999988
58,106123,0,31.68,32.37179999999997,0.6917999999999722
59,108691,0,29.53,25.402600000000017,4.127399999999984
60,106566,0,34.4,36.052899999999994,1.6528999999999954
61,105034,0,38.84,37.49720000000002,1.3427999999999827
62,105562,0,29.88,31.058300000000045,1.1783000000000463
63,107002,0,31.16,30.88869999999999,0.27130000000001075
64,107517,0,33.29,32.78039999999998,0.5096000000000203
65,106260,0,28.97,30.557799999999965,1.587799999999966
66,107805,0,33.0,30.16059999999999,2.8394000000000084
67,106931,0,37.0,34.704899999999995,2.295100000000005
68,105320,0,37.07,34.55710000000004,2.5128999999999593
69,106138,0,34.35,34.25099999999996,0.09900000000003928
70,106406,0,36.44,33.55079999999999,2.8892000000000095
71,105208,0,38.0,34.4426,3.5574000000000012
72,106666,0,34.84,35.10620000000003,0.2662000000000262
73,107649,0,37.75,37.6036,0.14639999999999986
74,106890,0,37.4,31.079099999999986,6.320900000000012
75,105419,0,36.5,36.19129999999999,0.30870000000000886
76,105741,0,38.73,34.478600000000014,4.2513999999999825
77,108281,0,36.6,31.29309999999997,5.306900000000031
78,105524,0,28.37,36.892699999999984,8.522699999999983
79,104686,0,31.26,31.580100000000037,0.3201000000000356
80,105632,0,37.48,37.33130000000001,0.14869999999998385
81,109106,0,34.19,27.005399999999998,7.1846
82,106947,0,33.56,34.41189999999998,0.8518999999999792
83,106627,0,34.78,34.324900000000035,0.4550999999999661
84,107675,0,33.03,32.681100000000036,0.3488999999999649
85,104699,0,38.49,36.37159999999994,2.118400000000065
86,104818,0,37.58,35.362999999999985,2.217000000000013
87,105492,0,35.8,36.50379999999999,0.703799999999994
