,school_id,intervention,actual_mean,predicted_mean,error
0,106162,0,32.43,31.790399999999973,0.6396000000000264
1,109219,0,32.46,30.495500000000014,1.9644999999999868
2,109501,0,32.71,31.222600000000014,1.4873999999999867
3,136625,0,32.62,31.546299999999956,1.0737000000000414
4,109210,0,32.67,29.842600000000026,2.827399999999976
5,107674,0,35.98,35.194900000000004,0.7850999999999928
6,104842,0,37.82,36.62540000000004,1.1945999999999586
7,106388,0,35.77,32.79859999999998,2.971400000000024
8,105082,0,36.86,35.73009999999999,1.1299000000000063
9,105011,0,32.66,33.25539999999999,0.5953999999999908
10,106302,0,33.71,32.051,1.658999999999999
11,104777,0,32.71,33.11960000000002,0.40960000000001884
12,104538,0,37.61,34.27330000000001,3.3366999999999862
13,107672,0,34.92,34.73850000000004,0.18149999999996425
14,136595,0,30.76,30.251100000000022,0.5088999999999793
15,106312,0,34.49,34.553899999999956,0.0638999999999541
16,107921,0,32.41,33.22599999999997,0.8159999999999741
17,105253,0,36.0,32.03100000000001,3.968999999999987
18,105022,0,37.42,36.52670000000001,0.8932999999999893
19,107747,0,31.25,31.494899999999994,0.24489999999999412
20,105196,0,32.85,33.47919999999996,0.6291999999999618
21,105858,0,36.04,35.58509999999998,0.4549000000000163
22,107395,0,34.31,34.469399999999965,0.15939999999996246
23,107603,0,35.37,35.15199999999994,0.21800000000006037
24,105327,0,36.23,35.62830000000001,0.6016999999999868
25,109586,0,34.05,35.60679999999995,1.5567999999999529
26,109018,0,35.63,31.975200000000044,3.654799999999959
27,107696,0,38.83,37.245899999999956,1.584100000000042
28,109183,0,31.12,28.580799999999964,2.5392000000000365
29,106768,0,34.68,32.70019999999997,1.9798000000000329
30,107261,0,36.53,35.86960000000005,0.660399999999953
31,104627,0,36.52,35.945299999999996,0.5747000000000071
32,107825,0,38.06,34.47539999999999,3.584600000000009
33,107424,0,38.0,36.35360000000002,1.6463999999999785
34,105574,0,38.75,36.8299,1.920099999999998
35,106356,0,35.08,34.14549999999998,0.9345000000000212
36,106352,0,35.6,33.943099999999966,1.6569000000000358
37,105358,0,34.22,34.90639999999994,0.6863999999999422
38,105619,0,31.95,33.263699999999965,1.3136999999999652
39,106378,0,36.9,35.39350000000003,1.506499999999967
40,104923,0,34.82,34.36950000000002,0.4504999999999768
41,106144,0,36.67,32.26639999999999,4.4036000000000115
42,107837,0,34.09,33.625100000000025,0.4648999999999788
43,105943,0,33.79,32.50779999999997,1.2822000000000315
44,105854,0,38.77,37.499199999999995,1.2708000000000084
45,107909,0,35.4,33.14660000000004,2.2533999999999565
46,106819,0,32.8,29.76350000000002,3.036499999999979
47,106566,0,33.93,33.84779999999998,0.08220000000002159
48,105034,0,34.44,35.320600000000006,0.8806000000000083
49,105695,0,32.89,33.215199999999996,0.32519999999999527
50,104881,0,30.7,32.04219999999997,1.3421999999999734
51,107517,0,31.43,34.4849,3.0549000000000035
52,107805,0,33.35,31.471299999999975,1.878700000000027
53,106931,0,36.5,33.0809,3.4191000000000003
54,105320,0,36.8,36.349300000000056,0.4506999999999408
55,106138,0,33.97,33.06019999999995,0.9098000000000468
56,106406,0,35.97,33.84649999999997,2.1235000000000284
57,105208,0,35.91,34.91819999999996,0.9918000000000333
58,106666,0,34.43,31.29950000000001,3.1304999999999907
59,109087,0,35.87,33.066099999999956,2.8039000000000414
60,107649,0,33.75,34.28399999999999,0.5339999999999918
61,106890,0,34.2,32.71389999999997,1.486100000000036
62,105419,0,35.81,37.73189999999998,1.9218999999999795
63,105741,0,37.34,36.663200000000025,0.6767999999999788
64,108281,0,33.83,31.197399999999966,2.632600000000032
65,105524,0,34.15,36.076,1.926000000000002
66,104686,0,34.87,35.008799999999944,0.13879999999994652
67,105632,0,33.7,34.84789999999996,1.1478999999999573
68,109106,0,31.28,26.172800000000006,5.107199999999995
69,106947,0,34.69,34.65220000000004,0.03779999999995454
70,106627,0,35.08,34.607499999999966,0.4725000000000321
71,107675,0,34.03,33.506500000000024,0.5234999999999772
72,104699,0,37.24,36.27619999999995,0.9638000000000488
73,104818,0,38.16,37.100799999999964,1.0592000000000326
74,105492,0,35.0,35.30099999999999,0.3009999999999877
75,106827,0,35.47,34.272099999999966,1.1979000000000326
76,104508,0,32.1,31.877899999999958,0.2221000000000437
77,108726,0,30.71,28.22160000000001,2.4883999999999915
78,105519,0,33.69,34.227200000000025,0.537200000000027
79,104503,0,33.89,31.438200000000002,2.4517999999999986
80,104530,0,34.12,33.856699999999954,0.2633000000000436
81,105030,0,36.76,36.175200000000046,0.5847999999999516
82,105789,0,38.0,34.96169999999998,3.038300000000021
83,106874,0,33.46,33.10730000000002,0.35269999999997736
84,108326,0,31.09,29.739400000000018,1.3505999999999823
85,106181,0,32.45,32.130599999999966,0.3194000000000372
86,107641,0,38.24,36.52639999999993,1.7136000000000706
87,105365,0,37.12,35.980199999999975,1.1398000000000224
88,105748,0,34.85,35.06779999999994,0.21779999999994004
89,105745,0,37.42,36.58670000000003,0.8332999999999728
90,136794,0,32.29,30.361199999999993,1.928800000000006
91,105446,0,33.95,34.162499999999966,0.21249999999996305
92,108868,0,33.4,31.55430000000004,1.8456999999999582
93,106238,0,35.59,34.00840000000002,1.5815999999999804
94,107316,0,30.77,31.758099999999992,0.9880999999999922
95,104949,0,38.56,37.21599999999998,1.3440000000000225
96,107496,0,34.27,33.77849999999998,0.49150000000002336
97,106418,0,32.23,32.10780000000002,0.1221999999999781
98,104950,0,38.69,33.220299999999966,5.4697000000000315
99,107468,0,33.75,33.6954,0.05460000000000065
100,107898,0,31.69,31.431400000000032,0.2585999999999693
101,104909,0,36.46,34.966000000000015,1.4939999999999856
102,109521,0,32.4,31.080500000000043,1.3194999999999553
103,106807,0,30.79,31.467999999999996,0.6779999999999973
104,106034,0,31.76,31.305,0.45500000000000185
105,108949,0,34.47,32.12969999999995,2.340300000000049
106,104832,0,33.31,32.70069999999996,0.6093000000000401
