school_id,landsat_prob_fail,static_prob_fail,intervention,h50_fail_pred,h140_fail_pred,h230_fail_pred,h330_fail_pred,region,province
106556,38.21265411376953,17.630647659301758,0,19.986591339111328,33.50297164916992,21.600481033325195,30.984020233154297,1,11
105310,12.540462493896484,15.90412425994873,0,23.91835021972656,21.256200790405273,26.140722274780273,30.23207092285156,1,7
107089,1.7237663269042969,7.809910774230957,0,30.41893196105957,30.75863647460937,27.932640075683594,21.516218185424805,1,7
107206,9.820391654968262,50.86697769165039,0,-1.0,-1.0,-1.0,-1.0,2,2
105086,1.778120756149292,12.301065444946287,0,14.078383445739744,29.86930084228516,25.09355926513672,29.889854431152344,1,3
105782,2.8337099552154537,14.139655113220215,0,27.801591873168945,30.64824867248535,16.237939834594727,32.507568359375,1,7
107938,52.00706100463867,56.72631072998047,0,28.430259704589844,28.50438690185547,46.50393676757813,40.24092102050781,2,4
107721,2.935553789138794,28.95165061950684,0,19.95294761657715,45.32353210449219,41.19768524169922,19.335325241088867,2,2
105173,4.306376934051514,11.833074569702148,0,22.14266967773437,35.5427131652832,14.631348609924315,18.522869110107425,1,7
107500,8.63542366027832,3.869004249572754,0,-1.0,-1.0,-1.0,-1.0,2,2
109540,62.82350540161133,85.64692687988281,0,55.775291442871094,57.9254150390625,38.17886352539063,40.34017562866211,2,10
106725,1.4650747776031494,5.115800380706787,0,-1.0,-1.0,-1.0,-1.0,1,11
107238,23.44967842102051,31.78099632263184,0,49.8326644897461,36.85318374633789,40.53096008300781,60.08617782592773,2,2
108584,45.94192886352539,64.40578460693361,0,-1.0,-1.0,-1.0,-1.0,2,9
109619,47.63557052612305,30.20708465576172,0,-1.0,-1.0,-1.0,-1.0,2,2
108003,33.448177337646484,19.043020248413086,0,61.18988418579102,43.28255844116211,35.58515548706055,47.399635314941406,2,4
105871,0.7949252724647522,2.0116949081420903,0,-1.0,-1.0,-1.0,-1.0,1,8
106681,5.935403347015381,21.577211380004886,0,45.33858108520508,34.01977157592773,29.7325496673584,41.12035751342773,1,11
105493,5.912148475646973,5.364263534545898,0,23.53631591796875,21.837604522705078,22.008071899414066,17.51164436340332,1,7
109777,34.839282989501946,41.80115127563477,0,68.26049041748047,39.704566955566406,36.5347900390625,39.985618591308594,2,5
106444,11.003795623779297,21.70815086364746,0,23.81348419189453,27.94006156921387,13.593830108642578,13.146272659301758,1,11
105586,14.393056869506836,26.5506649017334,0,-1.0,-1.0,-1.0,-1.0,1,7
107213,4.198509216308594,41.90047073364258,0,-1.0,-1.0,-1.0,-1.0,2,2
106065,21.1452693939209,16.804197311401367,0,-1.0,-1.0,-1.0,-1.0,1,8
104594,34.30595016479492,45.8329963684082,0,27.19365692138672,23.02517509460449,22.177127838134766,21.160564422607425,1,1
104764,14.804439544677734,42.39669036865234,0,-1.0,-1.0,-1.0,-1.0,1,3
104424,46.49119567871094,83.07105255126953,0,-1.0,-1.0,-1.0,-1.0,1,0
104823,17.770862579345703,33.48022079467773,0,32.60456085205078,42.59431076049805,39.22874069213867,31.91415596008301,1,3
105515,15.651405334472654,33.90371322631836,0,-1.0,-1.0,-1.0,-1.0,1,7
107122,39.13842010498047,44.719181060791016,0,35.57239151000977,45.6987190246582,28.92583656311035,20.10565757751465,1,12
106424,1.939979910850525,0.9930152297019958,0,15.927153587341307,20.42632484436035,31.1946964263916,20.233570098876953,1,11
105470,8.514159202575684,19.099578857421875,0,-1.0,-1.0,-1.0,-1.0,1,7
105105,5.508753776550293,7.401242256164551,0,-1.0,-1.0,-1.0,-1.0,1,3
105404,4.404815196990967,9.909692764282227,0,36.17493057250977,28.08821105957031,24.88473129272461,16.204626083374027,1,7
106895,13.016165733337402,15.152835845947266,0,-1.0,-1.0,-1.0,-1.0,1,12
104416,78.73466491699219,53.43494415283203,0,43.40219497680664,40.27684783935547,37.500267028808594,38.92120742797852,1,0
105866,3.0454018115997314,4.409329414367676,0,41.515480041503906,28.26949691772461,23.783117294311523,30.66694450378418,1,7
105398,9.343317985534668,14.869674682617188,0,-1.0,-1.0,-1.0,-1.0,1,7
159002,10.047487258911133,1.8158299922943115,0,22.54006767272949,30.204572677612305,27.53539085388184,33.975692749023445,1,7
106360,0.3849275410175324,38.77005386352539,0,-1.0,-1.0,-1.0,-1.0,1,11
109675,23.999835968017575,33.391685485839844,0,-1.0,-1.0,-1.0,-1.0,2,2
107322,3.7739388942718506,25.072452545166016,0,34.49949264526367,34.096099853515625,26.677154541015625,30.760297775268555,2,2
104851,15.693211555480955,40.50843048095703,0,-1.0,-1.0,-1.0,-1.0,1,3
105929,9.146698951721193,26.40236091613769,0,-1.0,-1.0,-1.0,-1.0,1,8
105622,4.133303642272948,10.575718879699707,0,-1.0,-1.0,-1.0,-1.0,1,7
107204,5.1448402404785165,19.47662353515625,0,-1.0,-1.0,-1.0,-1.0,2,2
109418,44.219093322753906,20.565677642822266,0,-1.0,-1.0,-1.0,-1.0,2,10
106434,8.550552368164062,12.75905704498291,0,22.85458564758301,25.44276428222656,23.071428298950195,42.62066650390625,1,11
106826,2.416292428970337,10.10140895843506,0,25.30534553527832,27.478179931640625,31.37763977050781,27.467548370361328,1,12
104625,9.929488182067873,44.291202545166016,0,47.599403381347656,35.03455352783203,38.925628662109375,34.933349609375,1,1
105793,2.4740021228790283,2.441416025161743,0,36.90254211425781,45.5423698425293,33.36922073364258,35.31122970581055,1,7
108150,21.086305618286133,60.54144668579102,0,35.21444320678711,32.181640625,30.341020584106445,37.40280151367188,2,4
104531,18.829744338989254,13.843674659729006,0,39.15943908691406,43.825103759765625,49.21167373657226,36.74728775024414,1,1
105225,9.290639877319336,25.62665367126465,0,-1.0,-1.0,-1.0,-1.0,1,7
104974,36.94633483886719,23.56381607055664,0,41.114349365234375,21.363697052001953,56.65936279296875,41.80134201049805,1,3
106796,1.1748369932174685,0.9761868715286256,0,17.850675582885742,19.4140682220459,27.91572570800781,35.78165054321289,1,11
109646,58.04832077026367,53.0543212890625,0,25.21059417724609,45.55827331542969,36.09317398071289,39.40993118286133,2,2
106401,10.87519073486328,11.503934860229492,0,21.293415069580078,17.97014617919922,20.973249435424805,26.35999870300293,1,11
159527,13.64403247833252,43.93086242675781,0,19.27758979797364,24.314441680908203,19.94903564453125,28.052356719970703,1,8
106809,3.0881469249725337,13.427491188049315,0,-1.0,-1.0,-1.0,-1.0,1,12
105904,2.295501708984375,8.482879638671875,0,21.9156436920166,16.531230926513672,20.872507095336914,33.79989242553711,1,8
109548,29.20240974426269,31.94355583190918,0,25.64808654785156,37.486812591552734,32.603317260742195,28.420883178710927,2,2
106568,6.490598678588867,20.778076171875,0,19.843969345092773,35.388023376464844,42.43536376953125,42.26852035522461,1,11
106029,4.656903266906738,14.291757583618164,0,9.652592658996582,42.49481201171875,46.69244766235352,29.45752716064453,1,8
106848,3.0086166858673096,17.677980422973633,0,32.905670166015625,32.82297897338867,44.55591583251953,32.174415588378906,1,12
105353,1.205937385559082,21.02235984802246,0,17.498714447021484,21.47854232788086,20.507810592651367,39.619136810302734,1,7
107350,70.371826171875,39.88929748535156,0,14.301795959472654,37.66789245605469,27.637117385864247,45.36166381835938,2,2
106412,9.947632789611816,5.902385234832764,0,-1.0,-1.0,-1.0,-1.0,1,11
104831,28.71600151062012,55.43445205688477,0,46.62144088745117,44.65591812133789,41.73515701293945,53.33030700683594,1,3
104575,4.280954837799071,34.369354248046875,0,-1.0,-1.0,-1.0,-1.0,1,1
107684,24.57796859741211,18.245441436767575,0,-1.0,-1.0,-1.0,-1.0,2,2
105786,0.3749898076057434,10.324625968933104,0,-1.0,-1.0,-1.0,-1.0,1,7
106486,2.248717784881592,27.056772232055664,0,25.176143646240234,50.48072814941406,45.75254440307617,23.637924194335927,1,11
105663,3.7073140144348153,13.95361614227295,0,-1.0,-1.0,-1.0,-1.0,1,7
136695,56.94473266601562,59.64728546142578,0,63.102699279785156,37.74384689331055,49.21647262573242,51.53339004516602,0,6
108336,75.94560241699219,42.46722030639648,0,-1.0,-1.0,-1.0,-1.0,2,5
108894,34.225757598876946,42.459083557128906,0,59.56975173950195,50.90361785888672,57.31949234008789,55.54224395751953,2,9
107809,42.4019775390625,40.43263626098633,0,-1.0,-1.0,-1.0,-1.0,2,2
105359,4.6178622245788565,4.598426818847656,0,13.651741981506348,16.576541900634766,28.348276138305664,18.0380916595459,1,7
106930,5.554069519042969,22.549007415771484,0,-1.0,-1.0,-1.0,-1.0,1,12
104581,4.333128929138184,36.93939208984375,0,22.6678409576416,20.839223861694336,32.76811981201172,31.56333923339844,1,1
105236,5.554840564727783,39.54220962524414,0,21.759456634521484,19.426448822021484,18.925607681274414,28.700855255126953,1,7
106600,35.905433654785156,4.844749927520752,0,23.12869071960449,27.74595069885254,22.411252975463867,31.048065185546875,1,11
105160,65.71648406982422,48.90517807006836,0,-1.0,-1.0,-1.0,-1.0,1,3
106675,10.057015419006348,18.450424194335934,0,35.14547348022461,29.65090560913086,29.05195426940918,21.765535354614254,1,11
107757,4.87621021270752,28.89406394958496,0,-1.0,-1.0,-1.0,-1.0,2,2
106919,32.47476959228516,20.1341609954834,0,39.386329650878906,23.899370193481445,25.77197265625,43.97863006591797,1,12
104837,4.337570190429688,28.68856239318848,0,29.78659248352051,26.08554458618164,46.59222793579102,27.843151092529297,1,3
136446,34.986087799072266,75.42902374267578,0,58.69146728515625,70.00220489501953,56.09449005126953,53.3852767944336,0,6
