,school_id,intervention,actual_mean,predicted_mean,error
0,106162,0,30.8,30.318680000000015,0.481319999999986
1,109219,0,28.508,25.45737999999999,3.050620000000009
2,109501,0,32.554,26.36952000000003,6.184479999999972
3,106122,0,27.528,28.19557999999998,0.6675799999999796
4,136625,0,30.983999999999998,29.647839999999974,1.3361600000000244
5,109210,0,31.784,27.029700000000037,4.754299999999962
6,107674,0,35.562,33.70153999999996,1.8604600000000389
7,104842,0,36.980000000000004,35.56098000000001,1.4190199999999962
8,106388,0,35.918,35.581640000000014,0.3363599999999849
9,105082,0,36.82,35.95124000000002,0.8687599999999804
10,105011,0,30.889999999999997,35.19186,4.301860000000001
11,106302,0,32.144,29.244219999999963,2.8997800000000353
12,104777,0,29.556,29.912140000000022,0.3561400000000212
13,104538,0,37.766000000000005,35.27186000000004,2.494139999999966
14,107672,0,31.438,31.867700000000028,0.42970000000002884
15,104805,0,33.036,35.33343999999996,2.297439999999959
16,108048,0,32.372,31.15873999999997,1.2132600000000302
17,136595,0,27.254,25.864799999999978,1.3892000000000237
18,106312,0,34.652,34.449440000000024,0.20255999999997698
19,107921,0,28.089999999999996,25.3612,2.728799999999996
20,105253,0,34.036,34.24736000000004,0.21136000000004174
21,107502,0,29.774,30.500259999999955,0.7262599999999537
22,105022,0,37.544,35.99791999999998,1.5460800000000177
23,107747,0,32.946,31.899260000000023,1.046739999999975
24,105196,0,32.17,32.567640000000026,0.397640000000024
25,105858,0,34.13,34.31028000000005,0.18028000000004596
26,107395,0,32.654,33.6592,1.005199999999995
27,107603,0,32.606,30.845080000000017,1.7609199999999845
28,105327,0,35.788,27.889740000000003,7.898259999999993
29,136612,0,29.381999999999998,27.357280000000017,2.0247199999999808
30,109586,0,35.356,26.104980000000005,9.251019999999997
31,109018,0,31.812,29.117559999999973,2.6944400000000286
32,107696,0,36.842,35.850080000000034,0.9919199999999648
33,157505,0,28.619999999999997,28.815639999999963,0.1956399999999654
34,109183,0,32.688,29.795580000000033,2.8924199999999693
35,106768,0,32.522000000000006,32.41021999999999,0.11178000000001731
36,107261,0,35.638,33.724679999999964,1.9133200000000343
37,104627,0,34.624,33.93091999999996,0.6930800000000445
38,107825,0,37.642,34.839879999999965,2.8021200000000377
39,107424,0,36.257999999999996,32.71427999999999,3.5437200000000075
