,school_id,intervention,actual_mean,predicted_mean,error
0,106162,0,29.0,28.27260000000001,0.7273999999999887
1,109501,0,31.24,28.962599999999966,2.277400000000032
2,106122,0,27.77,28.952899999999985,1.1828999999999859
3,136625,0,28.92,22.554400000000005,6.365599999999997
4,109210,0,31.92,28.50590000000003,3.414099999999973
5,107674,0,37.36,34.71510000000002,2.6448999999999785
6,104842,0,35.69,34.87080000000003,0.8191999999999666
7,106388,0,35.24,31.75420000000001,3.4857999999999905
8,105082,0,36.77,34.7831,1.9869000000000057
9,105011,0,32.81,32.690399999999975,0.1196000000000268
10,106302,0,28.78,28.845300000000016,0.06530000000001479
11,104777,0,28.38,33.12710000000002,4.747100000000021
12,104538,0,36.91,34.15879999999998,2.7512000000000185
13,107672,0,30.75,31.198299999999996,0.44829999999999615
14,104805,0,34.91,34.5038,0.40619999999999834
15,108048,0,33.58,30.796699999999973,2.7833000000000254
16,136595,0,26.47,23.400800000000004,3.069199999999995
17,106312,0,29.45,29.22289999999997,0.2271000000000285
18,105657,0,29.22,31.182499999999987,1.962499999999988
19,105253,0,30.82,31.64830000000004,0.8283000000000413
20,107502,0,30.68,32.41839999999995,1.7383999999999489
21,105022,0,37.15,35.77180000000004,1.378199999999957
22,107747,0,30.93,29.6798,1.2501999999999995
23,105196,0,32.05,32.675700000000035,0.6257000000000374
24,105858,0,30.28,31.020000000000046,0.7400000000000446
25,107395,0,32.21,34.65650000000001,2.4465000000000074
26,107603,0,31.03,28.665900000000033,2.3640999999999686
27,105327,0,35.77,34.18269999999999,1.5873000000000133
28,109586,0,34.59,33.183000000000035,1.406999999999968
29,109018,0,26.0,23.75400000000001,2.2459999999999916
30,107696,0,34.86,32.78960000000002,2.070399999999978
31,157505,0,27.1,27.07569999999998,0.024300000000021527
32,109183,0,31.09,27.571899999999996,3.518100000000004
33,106768,0,30.29,29.947199999999984,0.34280000000001465
34,107261,0,31.47,24.75799999999999,6.71200000000001
35,104627,0,30.43,31.026699999999973,0.5966999999999736
36,107825,0,37.64,35.59209999999998,2.04790000000002
37,107424,0,34.63,33.059100000000036,1.5708999999999662
38,105574,0,37.76,37.04590000000007,0.7140999999999309
39,106356,0,33.85,33.16979999999997,0.6802000000000348
40,106352,0,35.87,30.931699999999996,4.938300000000002
41,105358,0,27.22,27.47759999999999,0.2575999999999894
42,109218,0,26.41,24.432700000000008,1.9772999999999925
43,105619,0,28.56,32.87170000000001,4.3117000000000125
44,136877,0,30.88,29.41640000000004,1.4635999999999605
